kqj 2 60.49747617900084 0.8676125270003467
kqj 3 32.406064742000126 0.855358814000283
kqj 4 23.104087113999412 0.9017486359998657
kqj 5 17.979428935000215 0.9549777480006014
kqj 10 8.484307338999315 1.085058993999155
kqj 15 5.603251245999672 1.145312928999374
kqj 20 5.119071735999569 1.0848012839996954
miud 2 74.711469502 0.8687778220000837
miud 3 39.35374868100007 0.8531717270006993
miud 4 28.450511070000175 0.8974723780002023
miud 5 22.0375864610005 0.9480406860002404
miud 10 10.595730275000278 1.0857688080004664
miud 15 7.031339536000814 1.142687479000415
miud 20 5.872441808000076 1.0912994199998138
wykwaliifkowaną 2 250.6178811130003 0.8670001549999142
wykwaliifkowaną 3 129.59379727599935 0.8545382559996142
wykwaliifkowaną 4 94.38716967699929 0.8981527639998603
wykwaliifkowaną 5 71.85059565200027 0.9522120720002931
wykwaliifkowaną 10 33.61472048700034 1.0815332430001945
wykwaliifkowaną 15 21.706457373000376 1.1455621329996575
wykwaliifkowaną 20 17.190571907999583 1.092374388999815
